Text,Labels,Normalisasi,Tokenized_Text,Stemmed_Text
gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
bang haji rhoma partai idam ayo ikut gugat kpu biar milu lolos tunda biar goyang kpu,negatif,bang haji rhoma partai idam ayo ikut gugat kpu biar milu lolos tunda biar goyang kpu,"['bang', 'haji', 'rhoma', 'partai', 'idam', 'ayo', 'ikut', 'gugat', 'kpu', 'biar', 'milu', 'lolos', 'tunda', 'biar', 'goyang', 'kpu']","['bang', 'haji', 'rhoma', 'partai', 'idam', 'ayo', 'ikut', 'gugat', 'kpu', 'biar', 'milu', 'lolo', 'tunda', 'biar', 'goyang', 'kpu']"
gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
pdip mu milu tunda,positif,pdip mu milu tunda,"['pdip', 'mu', 'milu', 'tunda']","['pdip', 'mu', 'milu', 'tunda']"
pdip tempuh tunda milu tidakadapenundaanpemilu milu amandamai perskondusif,positif,pdip tempuh tunda milu tidakadapenundaanpemilu milu amandamai perskondusif,"['pdip', 'tempuh', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'perskondusif']","['pdip', 'tempuh', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'perskondusif']"
periode tunda milu jago calon presiden usaha jegal anies dg tanda takut   ,positif,periode tunda milu jago calon presiden usaha jegal anies dengan tanda takut,"['periode', 'tunda', 'milu', 'jago', 'calon', 'presiden', 'usaha', 'jegal', 'anies', 'dengan', 'tanda', 'takut']","['period', 'tunda', 'milu', 'jago', 'calon', 'presiden', 'usaha', 'jegal', 'ani', 'dengan', 'tanda', 'takut']"
gera tunda milu tidakadapenundaanpemilu milu amandamai perskondusif,positif,gera tunda milu tidakadapenundaanpemilu milu amandamai perskondusif,"['gera', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'perskondusif']","['gera', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'perskondusif']"
gera tunda milu tidakadapenundaanpemilu milu amandamai perskondusif,positif,gera tunda milu tidakadapenundaanpemilu milu amandamai perskondusif,"['gera', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'perskondusif']","['gera', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'perskondusif']"
gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
pdip tempuh tunda milu                 milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,pdip tempuh tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['pdip', 'tempuh', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['pdip', 'tempuh', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
ahmad dol kurnia gera tunda milu milu sesuaitahapan tolakpenundaanpemilu hakdemokrasibangsa milu pilpres capres kpu bawaslu indonesiamaju,positif,ahmad dol kurnia gera tunda milu milu sesuaitahapan tolakpenundaanpemilu hakdemokrasibangsa milu pilpres capres kpu bawaslu indonesiamaju,"['ahmad', 'dol', 'kurnia', 'gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'hakdemokrasibangsa', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['ahmad', 'dol', 'kurnia', 'gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'hakdemokrasibangsa', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
tolak gera tunda milu sesuai amanat uud tidakadapenundaanpemilu milu amandamai perskondusif,positif,tolak gera tunda milu sesuai amanat uud tidakadapenundaanpemilu milu amandamai perskondusif,"['tolak', 'gera', 'tunda', 'milu', 'sesuai', 'amanat', 'uud', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'perskondusif']","['tolak', 'gera', 'tunda', 'milu', 'sesuai', 'amanat', 'uud', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'perskondusif']"
pdip tempuh tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,pdip tempuh tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['pdip', 'tempuh', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['pdip', 'tempuh', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
gera tunda milu tidakadapenundaanpemilu milu amandamai perskondusif,positif,gera tunda milu tidakadapenundaanpemilu milu amandamai perskondusif,"['gera', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'perskondusif']","['gera', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'perskondusif']"
ahmad dol kurnia gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,ahmad dol kurnia gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['ahmad', 'dol', 'kurnia', 'gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['ahmad', 'dol', 'kurnia', 'gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
kera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,kera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['kera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['kera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
pdip tempuh tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,pdip tempuh tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['pdip', 'tempuh', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['pdip', 'tempuh', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
rezim gilir and friend yg gilir ken milu tunda        ,negatif,rezim gilir and friend yang gilir ken milu tunda,"['rezim', 'gilir', 'and', 'friend', 'yang', 'gilir', 'ken', 'milu', 'tunda']","['rezim', 'gilir', 'and', 'friend', 'yang', 'gilir', 'ken', 'milu', 'tunda']"
bahaya tempuh tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,bahaya tempuh tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['bahaya', 'tempuh', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['bahaya', 'tempuh', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
partai karya gugat kpu pn jakpus tunda  milu,positif,partai karya gugat kpu pn jakpus tunda milu,"['partai', 'karya', 'gugat', 'kpu', 'pn', 'jakpus', 'tunda', 'milu']","['partai', 'karya', 'gugat', 'kpu', 'pn', 'jakpu', 'tunda', 'milu']"
pdip tempuh tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,pdip tempuh tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['pdip', 'tempuh', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['pdip', 'tempuh', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
ahmad dol kurnia gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,ahmad dol kurnia gera tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['ahmad', 'dol', 'kurnia', 'gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['ahmad', 'dol', 'kurnia', 'gera', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
ikut jejak prima partai karya gugat perdata kpu tunda milu,positif,ikut jejak prima partai karya gugat perdata kpu tunda milu,"['ikut', 'jejak', 'prima', 'partai', 'karya', 'gugat', 'perdata', 'kpu', 'tunda', 'milu']","['ikut', 'jejak', 'prima', 'partai', 'karya', 'gugat', 'perdata', 'kpu', 'tunda', 'milu']"
ya pejabatw era pk jokowi nyaman pengin tunda milu,positif,ya pejabatw era pakai jokowi nyaman pengin tunda milu,"['ya', 'pejabatw', 'era', 'pakai', 'jokowi', 'nyaman', 'pengin', 'tunda', 'milu']","['ya', 'pejabatw', 'era', 'pakai', 'jokowi', 'nyaman', 'pengin', 'tunda', 'milu']"
tdk cerita tunda milu pokoke sesuai atur mekanisme yg yg standar yg sesuai dgn etika segi pidana perdata tdk cerita tunda milu,positif,tidak cerita tunda milu pokoke sesuai atur mekanisme yang yang standar yang sesuai dengan etika segi pidana perdata tidak cerita tunda milu,"['tidak', 'cerita', 'tunda', 'milu', 'pokoke', 'sesuai', 'atur', 'mekanisme', 'yang', 'yang', 'standar', 'yang', 'sesuai', 'dengan', 'etika', 'segi', 'pidana', 'perdata', 'tidak', 'cerita', 'tunda', 'milu']","['tidak', 'cerita', 'tunda', 'milu', 'pokok', 'sesuai', 'atur', 'mekanism', 'yang', 'yang', 'standar', 'yang', 'sesuai', 'dengan', 'etika', 'segi', 'pidana', 'perdata', 'tidak', 'cerita', 'tunda', 'milu']"
waah peluang tunda milu,positif,wah peluang tunda milu,"['wah', 'peluang', 'tunda', 'milu']","['wah', 'peluang', 'tunda', 'milu']"
efendi ghozali amp fahri hamzah mmg jago ngomong eg usul pilkada serentak dgn alas hemat fh ngotot revisi uu kpk dalih lembaga anti rasuah sdh lenceng hasil sukses tunda amp serentak pilkada skrg rezim tunda milu kpk busuk puas,positif,efendi ghozali amp fahri hamzah memang jago mengomong eg usul pilkada serentak dengan alas hemat fh ngotot revisi uu kpk dalih lembaga anti rasuah sudah lenceng hasil sukses tunda amp serentak pilkada sekarang rezim tunda milu kpk busuk puas,"['efendi', 'ghozali', 'amp', 'fahri', 'hamzah', 'memang', 'jago', 'mengomong', 'eg', 'usul', 'pilkada', 'serentak', 'dengan', 'alas', 'hemat', 'fh', 'ngotot', 'revisi', 'uu', 'kpk', 'dalih', 'lembaga', 'anti', 'rasuah', 'sudah', 'lenceng', 'hasil', 'sukses', 'tunda', 'amp', 'serentak', 'pilkada', 'sekarang', 'rezim', 'tunda', 'milu', 'kpk', 'busuk', 'puas']","['efendi', 'ghozali', 'amp', 'fahri', 'hamzah', 'memang', 'jago', 'mengomong', 'eg', 'usul', 'pilkada', 'serentak', 'dengan', 'ala', 'hemat', 'fh', 'ngotot', 'revisi', 'uu', 'kpk', 'dalih', 'lembaga', 'anti', 'rasuah', 'sudah', 'lenceng', 'hasil', 'suks', 'tunda', 'amp', 'serentak', 'pilkada', 'sekarang', 'rezim', 'tunda', 'milu', 'kpk', 'busuk', 'pua']"
kpk bentur rakyat vs polisi mah   biar kacau milu tunda  ,negatif,kpk bentur rakyat vs polisi mah biar kacau milu tunda,"['kpk', 'bentur', 'rakyat', 'vs', 'polisi', 'mah', 'biar', 'kacau', 'milu', 'tunda']","['kpk', 'bentur', 'rakyat', 'vs', 'polisi', 'mah', 'biar', 'kacau', 'milu', 'tunda']"
solusi tunda milu,positif,solusi tunda milu,"['solusi', 'tunda', 'milu']","['solusi', 'tunda', 'milu']"
kesini kencang suara suara tunda milu palagi t yg keukeuh tunda milu hantu takut bayanganya,positif,kesini kencang suara suara tunda milu palagi t yang keukeuh tunda milu hantu takut bayanganya,"['kesini', 'kencang', 'suara', 'suara', 'tunda', 'milu', 'palagi', 't', 'yang', 'keukeuh', 'tunda', 'milu', 'hantu', 'takut', 'bayanganya']","['kesini', 'kencang', 'suara', 'suara', 'tunda', 'milu', 'palagi', 't', 'yang', 'keukeuh', 'tunda', 'milu', 'hantu', 'takut', 'bayanganya']"
gt begal partai gt pecah rusuh gt tunda milu skenario,negatif,begitu begal partai begitu pecah rusuh begitu tunda milu skenario,"['begitu', 'begal', 'partai', 'begitu', 'pecah', 'rusuh', 'begitu', 'tunda', 'milu', 'skenario']","['begitu', 'begal', 'partai', 'begitu', 'pecah', 'rusuh', 'begitu', 'tunda', 'milu', 'skenario']"
clear yah milu februari ga lg gorang goreng tunda milu,positif,clear ya milu februari tidak lagi gorang goreng tunda milu,"['clear', 'ya', 'milu', 'februari', 'tidak', 'lagi', 'gorang', 'goreng', 'tunda', 'milu']","['clear', 'ya', 'milu', 'februari', 'tidak', 'lagi', 'gorang', 'goreng', 'tunda', 'milu']"
mantap knp cpt bocor shrusnya januari agr alas tunda milu pilpres    ,positif,mantap kenapa cepat bocor shrusnya januari agr alas tunda milu pilpres,"['mantap', 'kenapa', 'cepat', 'bocor', 'shrusnya', 'januari', 'agr', 'alas', 'tunda', 'milu', 'pilpres']","['mantap', 'kenapa', 'cepat', 'bocor', 'shrusnya', 'januari', 'agr', 'ala', 'tunda', 'milu', 'pilpr']"
waketum pkb nilai alas tunda milu tidakadapenundaanpemilu milu amandamai milu kondusif,positif,waketum pkb nilai alas tunda milu tidakadapenundaanpemilu milu amandamai milu kondusif,"['waketum', 'pkb', 'nilai', 'alas', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'milu', 'kondusif']","['waketum', 'pkb', 'nilai', 'ala', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'milu', 'kondusif']"
waketum pkb nilai alas tunda milu tidakadapenundaanpemilu milu amandamai milu kondusif,positif,waketum pkb nilai alas tunda milu tidakadapenundaanpemilu milu amandamai milu kondusif,"['waketum', 'pkb', 'nilai', 'alas', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'milu', 'kondusif']","['waketum', 'pkb', 'nilai', 'ala', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'milu', 'kondusif']"
waketum pkb nilai alas tunda milu tidakadapenundaanpemilu milu amandamai milu kondusif,positif,waketum pkb nilai alas tunda milu tidakadapenundaanpemilu milu amandamai milu kondusif,"['waketum', 'pkb', 'nilai', 'alas', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'milu', 'kondusif']","['waketum', 'pkb', 'nilai', 'ala', 'tunda', 'milu', 'tidakadapenundaanpemilu', 'milu', 'amandamai', 'milu', 'kondusif']"
wkkkk isu milu tunda kovid seslesai ganas kalo mah milu jalan krn proses jalan des  desa,positif,wkkkk isu milu tunda kovid seslesai ganas kalo mah milu jalan karena proses jalan des desa,"['wkkkk', 'isu', 'milu', 'tunda', 'kovid', 'seslesai', 'ganas', 'kalo', 'mah', 'milu', 'jalan', 'karena', 'proses', 'jalan', 'des', 'desa']","['wkkkk', 'isu', 'milu', 'tunda', 'kovid', 'seslesai', 'gana', 'kalo', 'mah', 'milu', 'jalan', 'karena', 'prose', 'jalan', 'de', 'desa']"
indikasi tunda milu bendahara goyang macet dah dana milu,positif,indikasi tunda milu bendahara goyang macet deh dana milu,"['indikasi', 'tunda', 'milu', 'bendahara', 'goyang', 'macet', 'deh', 'dana', 'milu']","['indikasi', 'tunda', 'milu', 'bendahara', 'goyang', 'macet', 'deh', 'dana', 'milu']"
ujung nya tunda milu,positif,ujung nya tunda milu,"['ujung', 'nya', 'tunda', 'milu']","['ujung', 'nya', 'tunda', 'milu']"
waketum pkb nilai alas tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,positif,waketum pkb nilai alas tunda milu milu sesuaitahapan tolakpenundaanpemilu antipolitikidentitas tolakpolitikmasjid milu pilpres capres kpu bawaslu indonesiamaju,"['waketum', 'pkb', 'nilai', 'alas', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentitas', 'tolakpolitikmasjid', 'milu', 'pilpres', 'capres', 'kpu', 'bawaslu', 'indonesiamaju']","['waketum', 'pkb', 'nilai', 'ala', 'tunda', 'milu', 'milu', 'sesuaitahapan', 'tolakpenundaanpemilu', 'antipolitikidentita', 'tolakpolitikmasjid', 'milu', 'pilpr', 'capr', 'kpu', 'bawaslu', 'indonesiamaju']"
pintu jendela tunda milu buka lebar coba  ganggu jalan rakyat palu         goyang tunda milu milu sesuai uud prima serta milu harga mati,positif,pintu jendela tunda milu buka lebar coba ganggu jalan rakyat palu goyang tunda milu milu sesuai uud prima serta milu harga mati,"['pintu', 'jendela', 'tunda', 'milu', 'buka', 'lebar', 'coba', 'ganggu', 'jalan', 'rakyat', 'palu', 'goyang', 'tunda', 'milu', 'milu', 'sesuai', 'uud', 'prima', 'serta', 'milu', 'harga', 'mati']","['pintu', 'jendela', 'tunda', 'milu', 'buka', 'lebar', 'coba', 'ganggu', 'jalan', 'rakyat', 'palu', 'goyang', 'tunda', 'milu', 'milu', 'sesuai', 'uud', 'prima', 'serta', 'milu', 'harga', 'mati']"
milu tdk cepat tunda takutdan cemas kpd kartu mati,negatif,milu tidak cepat tunda takutdan cemas kepada kartu mati,"['milu', 'tidak', 'cepat', 'tunda', 'takutdan', 'cemas', 'kepada', 'kartu', 'mati']","['milu', 'tidak', 'cepat', 'tunda', 'takutdan', 'cema', 'kepada', 'kartu', 'mati']"
